1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 18 0
8 18 0
9 168 0
10 168 3
11 1170 3
12 1170 15
13 7440 15
14 7440 63
15 45738 63
16 45738 255
17 277368 255
18 277368 1023
19 1672290 1023
20 1672290 4176
21 10056480 4176
22 10056480 18084
23 60404058 18084
24 60404058 86676
25 362613768 86676
26 362613768 464724
27 2176238610 464724
28 2176238610 2702676
29 13059075120 2702676
30 13059075120 16308096
31 78359331978 16308096
32 78359331978 98878896
33 470170537368 98878896
34 470170537368 593453424
35 2821066664130 593453424
36 2821066664130 3514824816
37 16926529911360 3514824816
38 16926529911360 20610747504
39 101559568461498 20610747504
40 101559568461498 120381746934
